Payment Mode,Quarter,State,Total Amount,Total Transactions count,Year
Financial Services,4,assam,75960367.91633397,74414.0,2022
Others,4,assam,76370123.60102956,127443.0,2022
Recharge & bill payments,1,bihar,375559206.7727593,3159922.0,2018
Peer-to-peer payments,1,bihar,5295346761.4508295,2052089.0,2018
Financial Services,1,bihar,33999413.87739952,194295.0,2018
Merchant payments,1,bihar,139827755.73655012,138885.0,2018
Others,1,bihar,201025034.1796018,279111.0,2018
Recharge & bill payments,2,bihar,700649777.0602969,4346849.0,2018
Peer-to-peer payments,2,bihar,12141448845.07762,3447898.0,2018
Merchant payments,2,bihar,318571872.8216527,311487.0,2018
Financial Services,2,bihar,45332532.09643286,267433.0,2018
Others,2,bihar,300128082.61604583,258711.0,2018
Peer-to-peer payments,3,bihar,18695889187.89432,8893764.0,2018
Recharge & bill payments,3,bihar,804061398.5166464,4401439.0,2018
Merchant payments,3,bihar,367608510.7261781,586862.0,2018
Financial Services,3,bihar,33276460.45213346,274510.0,2018
Others,3,bihar,234968821.3120635,211229.0,2018
Peer-to-peer payments,4,bihar,26224303882.80399,8094296.0,2018
Recharge & bill payments,4,bihar,986310785.0093702,5469096.0,2018
Merchant payments,4,bihar,848968693.0665623,1680664.0,2018
Financial Services,4,bihar,36199427.51318769,237247.0,2018
Others,4,bihar,302214380.1845841,251098.0,2018
Peer-to-peer payments,1,bihar,38824078062.32093,16807040.0,2019
Recharge & bill payments,1,bihar,1333688182.5386739,7036367.0,2019
Merchant payments,1,bihar,1024996999.52793,2055267.0,2019
Financial Services,1,bihar,28599535.73440934,204689.0,2019
Others,1,bihar,291464734.4043106,252871.0,2019
Peer-to-peer payments,2,bihar,58381285240.80835,15837449.0,2019
Recharge & bill payments,2,bihar,1996804238.274975,9279442.0,2019
Merchant payments,2,bihar,2308145849.844257,4365465.0,2019
Financial Services,2,bihar,63338108.53755434,129603.0,2019
Others,2,bihar,382864846.0767575,348520.0,2019
Peer-to-peer payments,3,bihar,61831776093.09613,15446119.0,2019
Recharge & bill payments,3,bihar,2140566974.7056367,9115040.0,2019
Merchant payments,3,bihar,3413490288.313707,7206001.0,2019
Financial Services,3,bihar,20145460.42764103,89997.0,2019
Others,3,bihar,286804437.7358033,282743.0,2019
Peer-to-peer payments,4,bihar,86340631422.24606,26337842.0,2019
Recharge & bill payments,4,bihar,2649616529.830146,11358597.0,2019
Merchant payments,4,bihar,4177574379.0405846,5519582.0,2019
Financial Services,4,bihar,18815964.76179212,100192.0,2019
Others,4,bihar,126788281.9306988,214101.0,2019
Peer-to-peer payments,1,bihar,99873688132.90309,23163922.0,2020
Recharge & bill payments,1,bihar,3680590624.90061,13837430.0,2020
Merchant payments,1,bihar,5562692116.5708065,7822567.0,2020
Financial Services,1,bihar,23954789.407903697,57233.0,2020
Others,1,bihar,115927863.4636658,200663.0,2020
Peer-to-peer payments,2,bihar,116244368941.33601,26572651.0,2020
Recharge & bill payments,2,bihar,5642294772.453551,19522564.0,2020
Merchant payments,2,bihar,6760404421.62296,7011681.0,2020
Financial Services,2,bihar,54077813.26068059,73119.0,2020
Others,2,bihar,105377680.1707557,206727.0,2020
Peer-to-peer payments,3,bihar,153664683751.5327,37294332.0,2020
Recharge & bill payments,3,bihar,6313780616.601829,19027978.0,2020
Merchant payments,3,bihar,13111735855.02769,14777337.0,2020
Financial Services,3,bihar,81355476.16367023,104135.0,2020
Others,3,bihar,157309412.49242482,299966.0,2020
Peer-to-peer payments,4,bihar,208484557891.4286,49432098.0,2020
Merchant payments,4,bihar,23185594534.30522,26750991.0,2020
Recharge & bill payments,4,bihar,6926960996.688756,19908687.0,2020
Financial Services,4,bihar,100785736.00790758,119416.0,2020
Others,4,bihar,207713978.0422387,380481.0,2020
Peer-to-peer payments,1,bihar,242013312361.31097,58566582.0,2021
Merchant payments,1,bihar,30171144593.36987,33959313.0,2021
Recharge & bill payments,1,bihar,8505455545.448765,21974086.0,2021
Financial Services,1,bihar,112949858.2502867,124277.0,2021
Others,1,bihar,170787342.84811792,308219.0,2021
Peer-to-peer payments,2,bihar,319758683264.15344,78694099.0,2021
Merchant payments,2,bihar,43458914639.771385,44686786.0,2021
Recharge & bill payments,2,bihar,11030849713.50242,31646149.0,2021
Financial Services,2,bihar,116086345.9130171,149791.0,2021
Others,2,bihar,215721223.23864052,426797.0,2021
Peer-to-peer payments,3,bihar,331514102784.2631,92785704.0,2021
Merchant payments,3,bihar,53849745604.9643,64094961.0,2021
Recharge & bill payments,3,bihar,11327303470.019909,30081746.0,2021
Financial Services,3,bihar,130349071.6190198,135748.0,2021
Others,3,bihar,241260025.5456988,572954.0,2021
Peer-to-peer payments,4,bihar,423665098014.2792,117340712.0,2021
Merchant payments,4,bihar,81729122295.53772,95992559.0,2021
Recharge & bill payments,4,bihar,13438634948.21264,30824177.0,2021
Financial Services,4,bihar,173358268.8208331,186298.0,2021
Others,4,bihar,365400541.9114517,783199.0,2021
Peer-to-peer payments,1,bihar,500024806542.69324,138085265.0,2022
Merchant payments,1,bihar,95507710275.50963,114892163.0,2022
Recharge & bill payments,1,bihar,15431605247.390362,30545266.0,2022
Financial Services,1,bihar,148088975.2289656,169722.0,2022
Others,1,bihar,299484690.3236611,698018.0,2022
Peer-to-peer payments,2,bihar,610448610667.7207,164119431.0,2022
Merchant payments,2,bihar,126423430586.4294,158289353.0,2022
Recharge & bill payments,2,bihar,17225668601.94898,36950622.0,2022
Financial Services,2,bihar,116203820.9113148,124199.0,2022
Others,2,bihar,247541289.12967214,661424.0,2022
Merchant payments,3,bihar,137873615624.7293,198273336.0,2022
Peer-to-peer payments,3,bihar,632747186972.1919,192304951.0,2022
Recharge & bill payments,3,bihar,20417791249.028313,46044353.0,2022
Financial Services,3,bihar,161987346.1868727,179533.0,2022
Others,3,bihar,245905365.7791165,565212.0,2022
Merchant payments,4,bihar,172924170171.63202,243777692.0,2022
Peer-to-peer payments,4,bihar,739870172148.0806,225487662.0,2022
Recharge & bill payments,4,bihar,22729599211.247627,47054083.0,2022
Financial Services,4,bihar,199208429.5113938,205989.0,2022
Others,4,bihar,288999714.3604311,559223.0,2022
Recharge & bill payments,1,chandigarh,47479581.16264416,201262.0,2018
Peer-to-peer payments,1,chandigarh,527998849.3405593,135136.0,2018
Merchant payments,1,chandigarh,19477066.53327671,21431.0,2018
Financial Services,1,chandigarh,1865618.249949839,8473.0,2018
Others,1,chandigarh,16614305.581193212,15593.0,2018
Recharge & bill payments,2,chandigarh,76722906.67871952,224548.0,2018
Peer-to-peer payments,2,chandigarh,835296156.4220203,194627.0,2018
Merchant payments,2,chandigarh,29408471.50633327,34606.0,2018
Financial Services,2,chandigarh,3679451.8635118967,11927.0,2018
Others,2,chandigarh,16116275.27414421,13376.0,2018
Peer-to-peer payments,3,chandigarh,1217617705.9681761,295358.0,2018
Recharge & bill payments,3,chandigarh,100639674.6708905,236445.0,2018
Merchant payments,3,chandigarh,37560565.97386869,64998.0,2018
Financial Services,3,chandigarh,1302311.5967954171,7642.0,2018
Others,3,chandigarh,12234189.32458079,12493.0,2018
Peer-to-peer payments,4,chandigarh,1793871702.31964,431461.0,2018
Recharge & bill payments,4,chandigarh,128130475.99274202,310527.0,2018
Merchant payments,4,chandigarh,94010713.60616028,135266.0,2018
Financial Services,4,chandigarh,2039811.3372037038,10008.0,2018
Others,4,chandigarh,14538888.5242277,17854.0,2018
Peer-to-peer payments,1,chandigarh,2123866601.651375,689400.0,2019
Recharge & bill payments,1,chandigarh,161414934.1023837,390610.0,2019
Merchant payments,1,chandigarh,97230471.44089967,169984.0,2019
Financial Services,1,chandigarh,917030.9066760786,7412.0,2019
Others,1,chandigarh,12603012.34269331,17070.0,2019
Peer-to-peer payments,2,chandigarh,2339922407.523348,604849.0,2019
Recharge & bill payments,2,chandigarh,185659011.54417652,342294.0,2019
Merchant payments,2,chandigarh,152766864.6619033,277811.0,2019
Financial Services,2,chandigarh,839765.161351582,5590.0,2019
Others,2,chandigarh,13928050.05367653,21926.0,2019
Peer-to-peer payments,3,chandigarh,2815184152.804132,722233.0,2019
Merchant payments,3,chandigarh,226535908.8355719,447069.0,2019
Recharge & bill payments,3,chandigarh,213884900.47217813,308219.0,2019
Financial Services,3,chandigarh,794918.674981478,2447.0,2019
Others,3,chandigarh,13282206.87397679,26575.0,2019
Peer-to-peer payments,4,chandigarh,3586763928.6423693,927850.0,2019
Merchant payments,4,chandigarh,318692521.7922494,561630.0,2019
Recharge & bill payments,4,chandigarh,237695594.96329552,338203.0,2019
Financial Services,4,chandigarh,654298.6785004465,1911.0,2019
Others,4,chandigarh,8707473.86293627,21321.0,2019
Peer-to-peer payments,1,chandigarh,4421372542.468033,1087401.0,2020
Merchant payments,1,chandigarh,438193845.45277053,764832.0,2020
Recharge & bill payments,1,chandigarh,257250007.24455768,389851.0,2020
Financial Services,1,chandigarh,1406138.1883251297,1574.0,2020
Others,1,chandigarh,8230536.662513691,18853.0,2020
Peer-to-peer payments,2,chandigarh,3293060119.5471582,766698.0,2020
Merchant payments,2,chandigarh,331423259.0003719,390906.0,2020
Recharge & bill payments,2,chandigarh,214425229.3354035,361577.0,2020
Financial Services,2,chandigarh,3982005.1176844486,1797.0,2020
Others,2,chandigarh,4125116.689457224,7032.0,2020
Peer-to-peer payments,3,chandigarh,4178346395.4124923,981986.0,2020
Merchant payments,3,chandigarh,604271248.9262259,796634.0,2020
Recharge & bill payments,3,chandigarh,296964794.9657042,366353.0,2020
Financial Services,3,chandigarh,5254415.457263877,2643.0,2020
Others,3,chandigarh,4972498.603385328,10470.0,2020
Merchant payments,4,chandigarh,939307675.8510207,1322026.0,2020
Peer-to-peer payments,4,chandigarh,4872318731.339843,1159377.0,2020
Recharge & bill payments,4,chandigarh,320731281.94750684,409997.0,2020
Financial Services,4,chandigarh,4400109.748752326,3346.0,2020
Others,4,chandigarh,10005102.462219939,17970.0,2020
Merchant payments,1,chandigarh,1210594490.098149,1799072.0,2021
Peer-to-peer payments,1,chandigarh,5916467167.303293,1472084.0,2021
Recharge & bill payments,1,chandigarh,451109555.3388933,678396.0,2021
Financial Services,1,chandigarh,7700394.761505902,5111.0,2021
Others,1,chandigarh,10549252.04415386,15574.0,2021
Merchant payments,2,chandigarh,1390989390.778968,1926913.0,2021
Peer-to-peer payments,2,chandigarh,6541132352.922334,1663559.0,2021
Recharge & bill payments,2,chandigarh,467698864.66720563,806710.0,2021
Financial Services,2,chandigarh,7394941.032842191,5502.0,2021
Others,2,chandigarh,10458390.534755519,14863.0,2021
Merchant payments,3,chandigarh,2245390329.204789,3179506.0,2021
Peer-to-peer payments,3,chandigarh,8927868098.340746,2434417.0,2021
Recharge & bill payments,3,chandigarh,620437997.3899603,1008585.0,2021
Financial Services,3,chandigarh,7960844.903971832,5700.0,2021
Others,3,chandigarh,14225734.853836149,21170.0,2021
Merchant payments,4,chandigarh,3041038519.823397,4056249.0,2021
Peer-to-peer payments,4,chandigarh,10610461952.107151,2797561.0,2021
Recharge & bill payments,4,chandigarh,693790747.2429855,1013153.0,2021
Financial Services,4,chandigarh,10459431.863661801,7038.0,2021
Others,4,chandigarh,17832859.58125159,24902.0,2021
Merchant payments,1,chandigarh,3264574793.4564347,4511757.0,2022
Peer-to-peer payments,1,chandigarh,11150701028.60572,3012464.0,2022
Recharge & bill payments,1,chandigarh,731347957.2152067,1046187.0,2022
Financial Services,1,chandigarh,13538635.5629482,7228.0,2022
Others,1,chandigarh,14829134.99968666,22855.0,2022
Merchant payments,2,chandigarh,3919372475.560565,6136803.0,2022
Peer-to-peer payments,2,chandigarh,12549248085.111439,3489382.0,2022
Recharge & bill payments,2,chandigarh,792957088.5933374,1119367.0,2022
Financial Services,2,chandigarh,8943857.181076445,6673.0,2022
Others,2,chandigarh,12978651.92456994,20264.0,2022
Merchant payments,3,chandigarh,4713972532.82215,7665907.0,2022
Peer-to-peer payments,3,chandigarh,14788179156.48195,4423590.0,2022
Recharge & bill payments,3,chandigarh,1033530639.936082,1360342.0,2022
Financial Services,3,chandigarh,9918740.020967592,8868.0,2022
Others,3,chandigarh,14156668.14469164,19466.0,2022
Merchant payments,4,chandigarh,6570336079.954211,10170372.0,2022
Peer-to-peer payments,4,chandigarh,20013621495.89691,5951989.0,2022
Recharge & bill payments,4,chandigarh,1267654269.159074,1749647.0,2022
Financial Services,4,chandigarh,12000766.356404979,10778.0,2022
Others,4,chandigarh,16141955.57281622,22054.0,2022
Recharge & bill payments,1,chhattisgarh,206518662.810148,1177618.0,2018
Peer-to-peer payments,1,chhattisgarh,1838238336.1663632,550697.0,2018
Merchant payments,1,chhattisgarh,39708474.15869055,42411.0,2018
Financial Services,1,chhattisgarh,7350624.274461515,33002.0,2018
Others,1,chhattisgarh,57339459.82710209,87786.0,2018
Recharge & bill payments,2,chhattisgarh,351709628.0901169,1643461.0,2018
Peer-to-peer payments,2,chhattisgarh,3703114547.658351,933066.0,2018
Merchant payments,2,chhattisgarh,129967815.18510851,118438.0,2018
Financial Services,2,chhattisgarh,9405941.62707696,40299.0,2018
Others,2,chhattisgarh,69972510.60099621,80892.0,2018
Recharge & bill payments,3,chhattisgarh,443460556.7759034,1911374.0,2018
Peer-to-peer payments,3,chhattisgarh,5647949187.747949,1619886.0,2018
Merchant payments,3,chhattisgarh,145342066.0137747,220572.0,2018
Financial Services,3,chhattisgarh,6195179.156999446,31927.0,2018
Others,3,chhattisgarh,59360083.751690045,75845.0,2018
Recharge & bill payments,4,chhattisgarh,554514488.4121984,2438959.0,2018
Peer-to-peer payments,4,chhattisgarh,8450105299.480802,2342713.0,2018
Merchant payments,4,chhattisgarh,331842964.57864183,458091.0,2018
Financial Services,4,chhattisgarh,9709810.436343707,42199.0,2018
Others,4,chhattisgarh,70240102.06349953,83882.0,2018
Peer-to-peer payments,1,chhattisgarh,11417366152.38848,4068056.0,2019
Recharge & bill payments,1,chhattisgarh,679458794.5442779,2997095.0,2019
Merchant payments,1,chhattisgarh,374735986.85082686,710047.0,2019
Financial Services,1,chhattisgarh,5075418.743007188,33835.0,2019
Others,1,chhattisgarh,67920032.80184662,78636.0,2019
Peer-to-peer payments,2,chhattisgarh,15410038389.818302,4350167.0,2019
Recharge & bill payments,2,chhattisgarh,855753107.5104681,3435305.0,2019
Merchant payments,2,chhattisgarh,654411637.0168116,1483870.0,2019
Financial Services,2,chhattisgarh,4237631.55442897,22563.0,2019
Others,2,chhattisgarh,77914922.92227882,98040.0,2019
Peer-to-peer payments,3,chhattisgarh,17584630267.779922,5021844.0,2019
Recharge & bill payments,3,chhattisgarh,1069468753.7262831,4335851.0,2019
Merchant payments,3,chhattisgarh,1074255588.7227569,2772084.0,2019
Financial Services,3,chhattisgarh,4542997.939180325,16452.0,2019
Others,3,chhattisgarh,70361559.28538439,96880.0,2019
Peer-to-peer payments,4,chhattisgarh,24112075521.01784,7241974.0,2019
Recharge & bill payments,4,chhattisgarh,1257371454.8604,5112337.0,2019
Merchant payments,4,chhattisgarh,1720930747.628561,3852716.0,2019
Financial Services,4,chhattisgarh,4665759.804240476,14974.0,2019
Others,4,chhattisgarh,48745253.90234077,83757.0,2019
Peer-to-peer payments,1,chhattisgarh,28723854868.84692,8109789.0,2020
Recharge & bill payments,1,chhattisgarh,1688995018.220901,6400067.0,2020
Merchant payments,1,chhattisgarh,2393811867.388743,4923214.0,2020
Financial Services,1,chhattisgarh,7378557.223060286,12424.0,2020
Others,1,chhattisgarh,46557359.6766012,78497.0,2020
Recharge & bill payments,2,chhattisgarh,2504355746.828547,8366200.0,2020
Peer-to-peer payments,2,chhattisgarh,27351810047.60871,7216219.0,2020
Merchant payments,2,chhattisgarh,2361252112.419633,3158417.0,2020
Financial Services,2,chhattisgarh,17814454.60563486,19986.0,2020
Others,2,chhattisgarh,33149845.43882451,60103.0,2020
Peer-to-peer payments,3,chhattisgarh,34661165923.13037,9734445.0,2020
Recharge & bill payments,3,chhattisgarh,2790720003.137343,8705513.0,2020
Merchant payments,3,chhattisgarh,3990179454.188004,5591916.0,2020
Financial Services,3,chhattisgarh,39141096.45070238,34893.0,2020
Others,3,chhattisgarh,45538330.62766186,81772.0,2020
Peer-to-peer payments,4,chhattisgarh,50812302052.952705,14257312.0,2020
Merchant payments,4,chhattisgarh,8238390462.202984,11677743.0,2020
Recharge & bill payments,4,chhattisgarh,3033918783.2089987,9423324.0,2020
Financial Services,4,chhattisgarh,48082346.06124696,41308.0,2020
Others,4,chhattisgarh,82280639.52262866,129949.0,2020
Peer-to-peer payments,1,chhattisgarh,55638916992.138954,15621154.0,2021
Merchant payments,1,chhattisgarh,10661449529.109661,15222763.0,2021
Recharge & bill payments,1,chhattisgarh,3000977538.8405633,8456094.0,2021
Financial Services,1,chhattisgarh,40387648.84021996,37395.0,2021
Others,1,chhattisgarh,68111552.62215017,99031.0,2021
Peer-to-peer payments,2,chhattisgarh,62134058797.4359,18387345.0,2021
Merchant payments,2,chhattisgarh,12828590761.71342,15369311.0,2021
Recharge & bill payments,2,chhattisgarh,3640692364.165052,10764784.0,2021
Financial Services,2,chhattisgarh,39620256.36433959,40213.0,2021
Others,2,chhattisgarh,85809079.54731184,127767.0,2021
Merchant payments,3,chhattisgarh,19905616746.80529,27552743.0,2021
Peer-to-peer payments,3,chhattisgarh,80506858751.32883,25447410.0,2021
Recharge & bill payments,3,chhattisgarh,4045490947.2382193,11039088.0,2021
Financial Services,3,chhattisgarh,48855662.40142638,38817.0,2021
Others,3,chhattisgarh,99286155.00295876,159880.0,2021
Merchant payments,4,chhattisgarh,29283695601.22954,40526025.0,2021
Peer-to-peer payments,4,chhattisgarh,102177997315.6828,32799167.0,2021
Recharge & bill payments,4,chhattisgarh,4724827139.9519415,11115444.0,2021
Financial Services,4,chhattisgarh,66445873.29612084,55237.0,2021
Others,4,chhattisgarh,146144588.6523692,221621.0,2021
Merchant payments,1,chhattisgarh,33822547183.04485,48236094.0,2022
Peer-to-peer payments,1,chhattisgarh,118393860520.5721,37457039.0,2022
